Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Reporting Mechanism,Reported on PC Live Site
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,100.000,REG,N
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,1.000,REG,N
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,0.000,REG,Y
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_265_1,Biopsy Follow-Up,100.000,REG,Y
ILLINOIS DERMATOLOGY INSTITUTE LLC,7911043054.000,IL,PQRS_GRP_397_1,Melanoma Reporting,100.000,REG,Y
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_137_1,Melanoma: Continuity of Care Â– Recall System,23.000,REG,Y
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_138_1,Melanoma: Coordination of Care,30.000,REG,Y
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,14.000,REG,Y
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_194_1,Oncology: Cancer Stage Documented,3.000,REG,Y
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,100.000,REG,N
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,1.000,REG,N
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,0.000,REG,Y
WNC DERMATOLOGICAL ASSOCIATES PA,7911091863.000,NC,PQRS_GRP_400_1,Hepatitis C: One-Time Screening for Hepatitis C Virus (HCV) for Patients at Risk,3.000,REG,Y
LAUGHLIN PERFORMANCE AND PHYSICAL THERAPY LLC,7911165527.000,KS,PQRS_GRP_131_1,Pain Assessment and Follow-Up,52.000,REG,Y
LAUGHLIN PERFORMANCE AND PHYSICAL THERAPY LLC,7911165527.000,KS,PQRS_GRP_154_1,Falls: Risk Assessment,3.000,REG,Y
LAUGHLIN PERFORMANCE AND PHYSICAL THERAPY LLC,7911165527.000,KS,PQRS_GRP_155_1,Falls: Plan of Care,100.000,REG,Y
SERENITY PSYCHIATRIC OUTPATIENT, LLC,7911181805.000,MS,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,100.000,REG,Y
SSM CANCER CARE INC,7911196324.000,MO,PQRS_GRP_122_1,Adult Kidney Disease: Blood Pressure Management,100.000,REG,N
SSM CANCER CARE INC,7911196324.000,MO,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,REG,Y
SSM CANCER CARE INC,7911196324.000,MO,PQRS_GRP_143_1,Oncology: Medical and Radiation Â– Pain Intensity Quantified,100.000,REG,Y
SSM CANCER CARE INC,7911196324.000,MO,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,100.000,REG,Y
CENTER FOR PHYSICAL THERAPY INC.,7911219431.000,IL,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,REG,Y
CENTER FOR PHYSICAL THERAPY INC.,7911219431.000,IL,PQRS_GRP_154_1,Falls: Risk Assessment,100.000,REG,Y
CENTER FOR PHYSICAL THERAPY INC.,7911219431.000,IL,PQRS_GRP_155_1,Falls: Plan of Care,100.000,REG,Y
CENTER FOR PHYSICAL THERAPY INC.,7911219431.000,IL,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,REG,Y
WOOD HEALTH COMPANY LLC,7911800461.000,OH,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,79.000,REG,Y
WOOD HEALTH COMPANY LLC,7911800461.000,OH,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,78.000,REG,Y
WOOD HEALTH COMPANY LLC,7911800461.000,OH,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,86.000,REG,Y
MADISON CLINIC CORP,7911800552.000,TN,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,72.000,REG,Y
MADISON CLINIC CORP,7911800552.000,TN,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,71.000,REG,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,79.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,81.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_112_1,Breast Cancer Screening,70.656,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_113_1,Colorectal Cancer Screening,70.656,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,28.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,99.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,9.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,96.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,70.656,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_318_1,Falls: Screening for Fall Risk,38.000,WI,Y
BALDWIN AREA MEDICAL CENTER, INC.,7911800586.000,WI,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
PHYSICIANS REFERRAL SERVICE,7911801410.000,TX,PQRS_GRP_156_1,Oncology: Radiation Dose Limits to Normal Tissues,100.000,REG,Y
PHYSICIANS REFERRAL SERVICE,7911801410.000,TX,PQRS_GRP_250_1,Radical Prostatectomy Pathology Reporting,100.000,REG,N
PHYSICIANS REFERRAL SERVICE,7911801410.000,TX,PQRS_GRP_46_1,Medication Reconciliation,99.000,REG,N
PHYSICIANS REFERRAL SERVICE,7911801410.000,TX,PQRS_GRP_46_2,Medication Reconciliation,99.000,REG,Y
PHYSICIANS REFERRAL SERVICE,7911801410.000,TX,PQRS_GRP_70_1,Hematology: Chronic Lymphocytic Leukemia (CLL): Baseline Flow Cytometry,100.000,REG,Y
PHYSICIANS REFERRAL SERVICE,7911801410.000,TX,PQRS_GRP_72_1,Colon Cancer: Chemotherapy for AJCC Stage III Colon Cancer Patients,100.000,REG,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,51.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,81.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_112_1,Breast Cancer Screening,82.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_113_1,Colorectal Cancer Screening,84.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_117_1,Diabetes: Eye Exam,49.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),90.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,74.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,87.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,11.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,93.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,98.000,WI,Y
STATE OF CONNECTICUT,8022915677.000,CT,PQRS_GRP_113_1,Colorectal Cancer Screening,66.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,57.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_318_1,Falls: Screening for Fall Risk,99.000,WI,Y
CLEVELAND CLINIC - WESTON,7911807128.000,FL,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),100.000,WI,Y
FAMILY HEALTH GROUP INC.,7911810742.000,TN,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,84.000,REG,Y
FAMILY HEALTH GROUP INC.,7911810742.000,TN,PQRS_GRP_47_1,Care Plan,19.000,REG,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,70.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,56.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_112_1,Breast Cancer Screening,65.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_113_1,Colorectal Cancer Screening,66.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_117_1,Diabetes: Eye Exam,37.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),84.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,71.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,85.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,25.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,84.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,97.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,63.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_318_1,Falls: Screening for Fall Risk,48.000,WI,Y
ST PETERS COMMUNITY HOSPITAL,7911814926.000,MT,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),91.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,73.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,74.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_112_1,Breast Cancer Screening,61.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_113_1,Colorectal Cancer Screening,59.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_117_1,Diabetes: Eye Exam,27.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),84.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,88.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,36.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,8.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,95.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,100.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,87.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_318_1,Falls: Screening for Fall Risk,36.000,WI,Y
KSB MEDICAL GROUP, INC.,7911890009.000,IL,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),98.000,WI,Y
STONY BROOK OPHTHALMOLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION,7911898481.000,NY,PQRS_GRP_12_1,Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation:,100.000,REG,Y
STONY BROOK OPHTHALMOLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION,7911898481.000,NY,PQRS_GRP_140_1,Age-Related Macular Degeneration (AMD): Counseling on Antioxidant Supplement,72.000,REG,Y
STONY BROOK OPHTHALMOLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION,7911898481.000,NY,PQRS_GRP_141_1,Primary Open-Angle Glaucoma (POAG): Reduction of Intraocular Pressure (IOP) by 15% OR Documentation of a Plan of Care,100.000,REG,Y
STONY BROOK OPHTHALMOLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION,7911898481.000,NY,PQRS_GRP_14_1,Age-Related Macular Degeneration (AMD): Dilated Macular Examination,96.000,REG,Y
STONY BROOK OPHTHALMOLOGY, UNIVERSITY FACULTY PRACTICE CORPORATION,7911898481.000,NY,PQRS_GRP_191_1,Cataracts: 20/40 or Better Visual Acuity within 90 Days Following Cataract Surgery,95.000,REG,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,92.000,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,96.000,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_112_1,Breast Cancer Screening,70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_113_1,Colorectal Cancer Screening,70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,36.000,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,0.000,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,100.000,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,70.656,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_318_1,Falls: Screening for Fall Risk,92.000,WI,Y
MAYO CLINIC HEALTH SYSTEM-CANNON FALLS,7911917844.000,MN,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
LINDA L AVERY AND ASSOCIATES PHYSICAL THERAPY INC,7911945647.000,CA,PQRS_GRP_131_1,Pain Assessment and Follow-Up,97.000,REG,Y
LINDA L AVERY AND ASSOCIATES PHYSICAL THERAPY INC,7911945647.000,CA,PQRS_GRP_182_1,Functional Outcome Assessment,98.000,REG,Y
GULF COAST HMA PHYSICIAN MANAGEMENT LLC,7911949466.000,FL,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,94.000,REG,Y
GULF COAST HMA PHYSICIAN MANAGEMENT LLC,7911949466.000,FL,PQRS_GRP_334_1,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),1.000,REG,N
GULF COAST HMA PHYSICIAN MANAGEMENT LLC,7911949466.000,FL,PQRS_GRP_7_2,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),84.000,REG,Y
THE DERMATOLOGY GROUP,7911971510.000,NJ,PQRS_GRP_131_1,Pain Assessment and Follow-Up,94.000,REG,Y
THE DERMATOLOGY GROUP,7911971510.000,NJ,PQRS_GRP_137_1,Melanoma: Continuity of Care Â– Recall System,100.000,REG,Y
THE DERMATOLOGY GROUP,7911971510.000,NJ,PQRS_GRP_138_1,Melanoma: Coordination of Care,52.000,REG,Y
THE DERMATOLOGY GROUP,7911971510.000,NJ,PQRS_GRP_224_1,Melanoma: Overutilization of Imaging Studies in Melanoma,95.000,REG,N
THE DERMATOLOGY GROUP,7911971510.000,NJ,PQRS_GRP_265_1,Biopsy Follow-Up,50.000,REG,Y
THE DERMATOLOGY GROUP,7911971510.000,NJ,PQRS_GRP_337_1,Tuberculosis Prevention for Psoriasis, Psoriatic Arthritis and Rheumatoid Arthritis Patients on a Biological Immune Response Modifier,91.000,REG,Y
GLACIER MEDICAL ASSOCIATES,7911981188.000,MT,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,83.000,REG,Y
GLACIER MEDICAL ASSOCIATES,7911981188.000,MT,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,12.000,REG,N
GLACIER MEDICAL ASSOCIATES,7911981188.000,MT,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,5.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,78.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_127_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Ulcer Prevention Â– Evaluation of Footwear,70.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_131_1,Pain Assessment and Follow-Up,18.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_154_1,Falls: Risk Assessment,11.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_155_1,Falls: Plan of Care,96.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_163_1,Diabetes: Foot Exam,76.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,2.000,REG,N
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,0.000,REG,Y
SOUTHERN ORTHOPAEDICS AND SPORTS MEDICINE, P.C.,7911983911.000,GA,PQRS_GRP_47_1,Care Plan,6.000,REG,Y
ASSOCIATED ANESTHESIOLOGISTS, INC.,7911989017.000,OK,PQRS_GRP_193_1,Perioperative Temperature Management,100.000,REG,Y
ASSOCIATED ANESTHESIOLOGISTS, INC.,7911989017.000,OK,PQRS_GRP_44_1,Coronary Artery Bypass Graft (CABG): Preoperative Beta-Blocker in Patients with Isolated CABG Surgery,100.000,REG,Y
ASSOCIATED ANESTHESIOLOGISTS, INC.,7911989017.000,OK,PQRS_GRP_76_1,Prevention of Central Venous Catheter (CVC)-Related Bloodstream Infections,100.000,REG,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,81.000,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,80.000,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_112_1,Breast Cancer Screening,70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_113_1,Colorectal Cancer Screening,70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,83.000,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,95.000,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,96.000,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,70.656,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_318_1,Falls: Screening for Fall Risk,100.000,WI,Y
BLUE HILL MEMORIAL HOSPITAL,7911991336.000,ME,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,WI,Y
MEDICAL IMAGING CENTER LLP,7911991831.000,NY,PQRS_GRP_145_1,Radiology: Exposure Time Reported for Procedures Using Fluoroscopy,100.000,REG,Y
STATE OF CONNECTICUT,8022915677.000,CT,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,WI,Y
MEDICAL IMAGING CENTER LLP,7911991831.000,NY,PQRS_GRP_146_1,Radiology: Inappropriate Use of Â“Probably BenignÂ” Assessment Category in Mammography Screening*,0.000,REG,Y
MEDICAL IMAGING CENTER LLP,7911991831.000,NY,PQRS_GRP_147_1,Nuclear Medicine: Correlation with Existing Imaging Studies for All Patients Undergoing Bone Scintigraphy,99.000,REG,Y
MEDICAL IMAGING CENTER LLP,7911991831.000,NY,PQRS_GRP_195_1,Radiology: Stenosis Measurement in Carotid Imaging Reports,100.000,REG,Y
MEDICAL IMAGING CENTER LLP,7911991831.000,NY,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,100.000,REG,Y
