Organization legal name or 'doing business as' name,Group PAC ID, State,Measure Identifier,Measure Title,Measure Performance Rate,Footnote,State,Participating in PQRS,Inverse Measure,Reporting Mechanism,Reported on PC Live Site
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,86.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,79.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,75.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,71.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),75.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,92.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,97.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,95.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,97.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,99.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,77.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,96.000,$null$,WI,Y,N,WI,Y
SACRED HEART-ST MARY'S HOSPITALS INC,9335059856.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),86.000,$null$,WI,Y,N,WI,Y
MEDFIELD ORTHOPEDIC AND SPORTS PHYSICAL THERAPY,9335110519.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,MA,Y,N,REG,Y
MEDFIELD ORTHOPEDIC AND SPORTS PHYSICAL THERAPY,9335110519.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,95.000,$null$,MA,Y,N,REG,Y
MEDFIELD ORTHOPEDIC AND SPORTS PHYSICAL THERAPY,9335110519.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,$null$,MA,Y,N,REG,Y
THOMAS A. DILIBERTO, D.O.,9335122050.000,$null$,PQRS_GRP_146_1,Radiology: Inappropriate Use of Â“Probably BenignÂ” Assessment Category in Mammography Screening*,0.000,$null$,PA,Y,Y,REG,Y
THOMAS A. DILIBERTO, D.O.,9335122050.000,$null$,PQRS_GRP_225_1,Radiology: Reminder System for Screening Mammograms,100.000,$null$,PA,Y,N,REG,Y
NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,9335130798.000,$null$,PQRS_GRP_109_1,Osteoarthritis (OA): Function and Pain Assessment,41.000,$null$,MS,Y,N,REG,Y
NOXUBEE GENERAL CRITICAL ACCESS HOSPITAL,9335130798.000,$null$,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,86.000,$null$,MS,Y,N,REG,Y
UNIVERSITY OF MIAMI NEUROLOGY,9335131325.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,86.000,$null$,FL,Y,N,REG,Y
UNIVERSITY OF MIAMI NEUROLOGY,9335131325.000,$null$,PQRS_GRP_155_1,Falls: Plan of Care,99.000,$null$,FL,Y,N,REG,Y
UNIVERSITY OF MIAMI NEUROLOGY,9335131325.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,89.000,$null$,FL,Y,N,REG,Y
UNIVERSITY OF MIAMI NEUROLOGY,9335131325.000,$null$,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,92.000,$null$,FL,Y,N,REG,Y
SOUTHLAKE ORTHOPAEDICS SPORTS MEDICINE AND SPINE CENTER PC,9335137470.000,$null$,PQRS_GRP_126_1,Diabetes Mellitus: Diabetic Foot and Ankle Care, Peripheral Neuropathy Â– Neurological Evaluation,3.000,$null$,AL,Y,N,REG,Y
SOUTHLAKE ORTHOPAEDICS SPORTS MEDICINE AND SPINE CENTER PC,9335137470.000,$null$,PQRS_GRP_163_1,Diabetes: Foot Exam,2.000,$null$,AL,Y,N,REG,Y
PHOENIXVILLE SPECIALTY CLINICS LLC,9335147784.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,0.000,$null$,PA,Y,N,REG,Y
PHOENIXVILLE SPECIALTY CLINICS LLC,9335147784.000,$null$,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),23.000,$null$,PA,Y,N,REG,Y
UROLOGY PROFESSIONAL ASSOC,9335166834.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,90.000,$null$,MS,Y,N,REG,Y
UROLOGY PROFESSIONAL ASSOC,9335166834.000,$null$,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,100.000,$null$,MS,Y,N,REG,Y
UROLOGY PROFESSIONAL ASSOC,9335166834.000,$null$,PQRS_GRP_50_1,Urinary Incontinence: Plan of Care for Urinary Incontinence in Women Aged 65 Years and Older,65.000,$null$,MS,Y,N,REG,Y
TAOS PHYSICAL THERAPY, INC.,9335167089.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,NM,N,N,REG,Y
TAOS PHYSICAL THERAPY, INC.,9335167089.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,$null$,NM,N,N,REG,Y
RANKIN PHYSICAL THERAPY, INC.,9335179654.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,99.000,$null$,WV,Y,N,REG,Y
RANKIN PHYSICAL THERAPY, INC.,9335179654.000,$null$,PQRS_GRP_154_1,Falls: Risk Assessment,91.000,$null$,WV,Y,N,REG,Y
RANKIN PHYSICAL THERAPY, INC.,9335179654.000,$null$,PQRS_GRP_155_1,Falls: Plan of Care,89.000,$null$,WV,Y,N,REG,Y
RANKIN PHYSICAL THERAPY, INC.,9335179654.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,$null$,WV,Y,N,REG,Y
ANNA CLINIC CORP,9335243385.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,56.000,$null$,IL,Y,N,REG,Y
ANNA CLINIC CORP,9335243385.000,$null$,PQRS_GRP_22_1,Perioperative Care: Discontinuation of Prophylactic Parenteral Antibiotics (Non-Cardiac Procedures),30.000,$null$,IL,Y,N,REG,Y
MEDSTAR URGENT CARE LLC,9335303155.000,$null$,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,89.000,$null$,MD,Y,N,REG,Y
RICK HAUPT PHYSICAL THERAPY INC,9335306257.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,FL,Y,N,REG,Y
RICK HAUPT PHYSICAL THERAPY INC,9335306257.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,$null$,FL,Y,N,REG,Y
NEUROSTIMULATION SERVICES,9335325323.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,0.000,$null$,UT,Y,Y,REG,N
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,100.000,$null$,MO,Y,N,REG,Y
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,95.000,$null$,MO,Y,N,REG,Y
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_33_1,Stroke and Stroke Rehabilitation: Anticoagulant Therapy Prescribed for Atrial Fibrillation (AF) at Discharge,93.000,$null$,MO,Y,N,REG,Y
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_46_2,Medication Reconciliation,83.000,$null$,MO,Y,N,REG,Y
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),98.000,$null$,MO,Y,N,REG,Y
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,96.000,$null$,MO,Y,N,REG,Y
INPATIENT CONSULTANTS OF KANSAS PA,9335329556.000,$null$,PQRS_GRP_7_1,Coronary Artery Disease (CAD): Beta-Blocker Therapy Â– Prior Myocardial Infarction (MI) or Left Ventricular Systolic Dysfunction (LVEF < 40%),96.000,$null$,MO,Y,N,REG,Y
INTEGRATED THERAPY SERVICES LLC,9335360130.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,99.000,$null$,IA,N,N,REG,Y
INTEGRATED THERAPY SERVICES LLC,9335360130.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,97.000,$null$,IA,N,N,REG,Y
BELLE CHASSE PHYSICIAN SERVICES LLC,9335379379.000,$null$,PQRS_GRP_163_1,Diabetes: Foot Exam,96.000,$null$,LA,Y,N,REG,Y
BELLE CHASSE PHYSICIAN SERVICES LLC,9335379379.000,$null$,PQRS_GRP_32_1,Stroke and Stroke Rehabilitation: Discharged on Antithrombotic Therapy,100.000,$null$,LA,Y,N,REG,Y
BELLE CHASSE PHYSICIAN SERVICES LLC,9335379379.000,$null$,PQRS_GRP_47_1,Care Plan,100.000,$null$,LA,Y,N,REG,Y
BELLE CHASSE PHYSICIAN SERVICES LLC,9335379379.000,$null$,PQRS_GRP_5_1,Heart Failure (HF): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy for Left Ventricular Systolic Dysfunction (LVSD),99.000,$null$,LA,Y,N,REG,Y
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,9335391044.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,89.000,$null$,WA,Y,N,REG,Y
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,9335391044.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,19.000,$null$,WA,Y,Y,REG,N
PEACEHEALTH PEACE ISLAND MEDICAL CENTER,9335391044.000,$null$,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,3.000,$null$,WA,Y,Y,REG,Y
CENTENNIAL SPORTS AND PHYSICAL THERAPY LLC,9335460153.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,WA,Y,N,REG,Y
CENTENNIAL SPORTS AND PHYSICAL THERAPY LLC,9335460153.000,$null$,PQRS_GRP_182_1,Functional Outcome Assessment,100.000,$null$,WA,Y,N,REG,Y
TEXAS COUNTY MEMORIAL HOSPITAL,9436041696.000,$null$,PQRS_GRP_193_1,Perioperative Temperature Management,80.000,$null$,MO,Y,N,REG,Y
TEXAS COUNTY MEMORIAL HOSPITAL,9436041696.000,$null$,PQRS_GRP_21_1,Perioperative Care: Selection of Prophylactic Antibiotic Â– First OR Second Generation Cephalosporin,100.000,$null$,MO,Y,N,REG,Y
TEXAS COUNTY MEMORIAL HOSPITAL,9436041696.000,$null$,PQRS_GRP_23_1,Perioperative Care: Venous Thromboembolism (VTE) Prophylaxis (When Indicated in ALL Patients),100.000,$null$,MO,Y,N,REG,Y
TEXAS COUNTY MEMORIAL HOSPITAL,9436041696.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,99.000,$null$,MO,Y,N,REG,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,74.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,91.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,76.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,71.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,55.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,71.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,90.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,23.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,89.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,98.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,86.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,31.000,$null$,MD,Y,N,WI,Y
FREDERICK PRIMARY CARE ASSOCIATES, P.A.,9436045648.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),76.000,$null$,MD,Y,N,WI,Y
LAFAYETTE COUNTY,9436054772.000,$null$,PQRS_GRP_326_1,Atrial Fibrillation and Atrial Flutter: Chronic Anticoagulation Therapy,89.000,$null$,WI,N,N,REG,Y
LAFAYETTE COUNTY,9436054772.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,93.000,$null$,WI,N,N,REG,Y
PEACEHEALTH MEDICAL GROUP COTTAGE GROVE,9436060530.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,87.000,$null$,OR,Y,N,REG,Y
PEACEHEALTH MEDICAL GROUP COTTAGE GROVE,9436060530.000,$null$,PQRS_GRP_163_1,Diabetes: Foot Exam,30.000,$null$,OR,Y,N,REG,Y
PEACEHEALTH MEDICAL GROUP COTTAGE GROVE,9436060530.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,21.000,$null$,OR,Y,Y,REG,N
PEACEHEALTH MEDICAL GROUP COTTAGE GROVE,9436060530.000,$null$,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,4.000,$null$,OR,Y,Y,REG,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,21.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,70.656,1.000,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,70.656,1.000,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,25.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,70.656,1.000,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),70.656,2.000,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,31.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,61.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,0.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.656,1.000,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,35.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,17.000,$null$,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,70.656,1.000,IN,Y,N,WI,Y
GOOD SAMARITAN HOSPITAL,9436061918.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),70.656,2.000,IN,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_110_1,Preventive Care and Screening: Influenza Immunization,49.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_111_1,Pneumonia Vaccination Status for Older Adults,31.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_112_1,Breast Cancer Screening,60.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_113_1,Colorectal Cancer Screening,44.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_117_1,Diabetes: Eye Exam,9.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_118_1,Coronary Artery Disease (CAD): Angiotensin-Converting Enzyme (ACE) Inhibitor or Angiotensin Receptor Blocker (ARB) Therapy -- Diabetes or Left Ventricular Systolic Dysfunction (LVEF < 40%),52.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_128_1,Preventive Care and Screening: Body Mass Index (BMI) Screening and Follow-Up Plan,96.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_130_1,Documentation of Current Medications in the Medical Record,99.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_134_1,Preventive Care and Screening: Screening for Clinical Depression and Follow-Up Plan,22.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_204_1,Ischemic Vascular Disease (IVD): Use of Aspirin or Another Antithrombotic,70.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_226_1,Preventive Care and Screening: Tobacco Use: Screening and Cessation Intervention,95.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_317_1,Preventive Care and Screening: Screening for High Blood Pressure and Follow-Up Documented,83.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_318_1,Falls: Screening for Fall Risk,92.000,$null$,AL,Y,N,WI,Y
HOUSTON COUNTY HEALTHCARE AUTHORITY,9436062296.000,$null$,PQRS_GRP_8_1,Heart Failure (HF): Beta-Blocker Therapy for Left Ventricular Systolic Dysfunction (LVSD),72.000,$null$,AL,Y,N,WI,Y
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_12_1,Primary Open-Angle Glaucoma (POAG): Optic Nerve Evaluation:,96.000,$null$,AZ,Y,N,REG,Y
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_19_1,Diabetic Retinopathy: Communication with the Physician Managing Ongoing Diabetes Care,100.000,$null$,AZ,Y,N,REG,Y
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_46_1,Medication Reconciliation,100.000,$null$,AZ,Y,N,REG,N
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_46_2,Medication Reconciliation,84.000,$null$,AZ,Y,N,REG,Y
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_50_1,Urinary Incontinence: Plan of Care for Urinary Incontinence in Women Aged 65 Years and Older,85.000,$null$,AZ,Y,N,REG,Y
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_51_1,Chronic Obstructive Pulmonary Disease (COPD): Spirometry Evaluation,9.000,$null$,AZ,Y,N,REG,Y
DHHS PHS NAIHS CHINLE COMPREHENSIVE HEALTH CARE FACILITY,9436062585.000,$null$,PQRS_GRP_54_1,Emergency Medicine: 12-Lead Electrocardiogram (ECG) Performed for Non-Traumatic Chest Pain,100.000,$null$,AZ,Y,N,REG,Y
ROSWELL CLINIC CORP,9436062759.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,74.000,$null$,NM,Y,N,REG,Y
ROSWELL CLINIC CORP,9436062759.000,$null$,PQRS_GRP_331_1,Adult Sinusitis: Antibiotic Prescribed for Acute Sinusitis (Appropriate Use)*,93.000,$null$,NM,Y,Y,REG,Y
ROSWELL CLINIC CORP,9436062759.000,$null$,PQRS_GRP_334_1,Adult Sinusitis: More than One Computerized Tomography (CT) Scan Within 90 Days for Chronic Sinusitis (Overuse),3.000,$null$,NM,Y,Y,REG,N
ROSWELL CLINIC CORP,9436062759.000,$null$,PQRS_GRP_6_1,Coronary Artery Disease (CAD): Antiplatelet Therapy,77.000,$null$,NM,Y,N,REG,Y
PEACEHEALTH,9436067618.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,85.000,$null$,AK,Y,N,REG,Y
PEACEHEALTH,9436067618.000,$null$,PQRS_GRP_163_1,Diabetes: Foot Exam,42.000,$null$,AK,Y,N,REG,Y
PEACEHEALTH,9436067618.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,16.000,$null$,AK,Y,Y,REG,N
PEACEHEALTH,9436067618.000,$null$,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,3.000,$null$,AK,Y,Y,REG,Y
FAITH HOSPICE,9436102845.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,90.000,$null$,MI,Y,N,REG,Y
FAITH HOSPICE,9436102845.000,$null$,PQRS_GRP_47_1,Care Plan,89.000,$null$,MI,Y,N,REG,Y
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,63.000,$null$,OK,Y,N,REG,Y
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496.000,$null$,PQRS_GRP_39_1,Screening or Therapy for Osteoporosis for Women Aged 65 Years and Older,56.000,$null$,OK,Y,N,REG,Y
AHS OKLAHOMA PHYSICIAN GROUP LLC,9436122496.000,$null$,PQRS_GRP_48_1,Urinary Incontinence: Assessment of Presence or Absence of Urinary Incontinence in Women Aged 65 Years and Older,49.000,$null$,OK,Y,N,REG,Y
MARSHALL HEALTH SERVICES INC,9436122702.000,$null$,PQRS_GRP_131_1,Pain Assessment and Follow-Up,100.000,$null$,TX,Y,N,REG,Y
MARSHALL HEALTH SERVICES INC,9436122702.000,$null$,PQRS_GRP_238_1,Use of High-Risk Medications in the Elderly*,15.000,$null$,TX,Y,Y,REG,N
MARSHALL HEALTH SERVICES INC,9436122702.000,$null$,PQRS_GRP_238_2,Use of High-Risk Medications in the Elderly*,2.000,$null$,TX,Y,Y,REG,Y
MARY M PARKES ASTHMA AND PULMONARY,9436126596.000,$null$,PQRS_GRP_119_1,Diabetes: Medical Attention for Nephropathy,100.000,$null$,NY,Y,N,REG,Y
MARY M PARKES ASTHMA AND PULMONARY,9436126596.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,83.000,$null$,NY,Y,N,REG,Y
MARY M PARKES ASTHMA AND PULMONARY,9436126596.000,$null$,PQRS_GRP_51_1,Chronic Obstructive Pulmonary Disease (COPD): Spirometry Evaluation,68.000,$null$,NY,Y,N,REG,Y
CENTERSTONE OF INDIANA, INC.,9436138427.000,$null$,PQRS_GRP_173_1,Preventive Care and Screening: Unhealthy Alcohol Use Â– Screening,68.000,$null$,IN,Y,N,REG,Y
